PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|SF_TYPE|STYLE|LOT_SIZE|ACRE|SQUARE_FEET|GARAGE_SPACES|GARAGE_PARKING|BASEMENT|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|LIV_LEVEL|LIV_DIMEN|LIV_DSCRP|DIN_LEVEL|DIN_DIMEN|DIN_DSCRP|FAM_LEVEL|FAM_DIMEN|FAM_DSCRP|KIT_LEVEL|KIT_DIMEN|KIT_DSCRP|MBR_LEVEL|MBR_DIMEN|MBR_DSCRP|BED2_LEVEL|BED2_DIMEN|BED2_DSCRP|BED3_LEVEL|BED3_DIMEN|BED3_DSCRP|BED4_LEVEL|BED4_DIMEN|BED4_DSCRP|BED5_LEVEL|BED5_DIMEN|BED5_DSCRP|BTH1_LEVEL|BTH1_DIMEN|BTH1_DSCRP|BTH2_LEVEL|BTH2_DIMEN|BTH2_DSCRP|BTH3_LEVEL|BTH3_DIMEN|BTH3_DSCRP|LAUNDRY_LEVEL|LAUNDRY_DIMEN|LAUNDRY_DSCRP|OTH1_ROOM_NAME|OTH1_LEVEL|OTH1_DIMEN|OTH1_DSCRP|OTH2_ROOM_NAME|OTH2_LEVEL|OTH2_DIMEN|OTH2_DSCRP|OTH3_ROOM_NAME|OTH3_LEVEL|OTH3_DIMEN|OTH3_DSCRP|OTH4_ROOM_NAME|OTH4_LEVEL|OTH4_DIMEN|OTH4_DSCRP|OTH5_ROOM_NAME|OTH5_LEVEL|OTH5_DIMEN|OTH5_DSCRP|OTH6_ROOM_NAME|OTH6_LEVEL|OTH6_DIMEN|OTH6_DSCRP|COUNTY|STATE|YEAR_BUILT|ASSESSMENTS|TAXES|TAX_YEAR|PARKING_FEATURE|NO_BATHS|YEAR_BUILT_DESCRP|CONSTRUCTION|ROOF_MATERIAL|COLOR|EXTERIOR_FEATURES|INTERIOR_FEATURES|FLOORING|LOT_DESCRIPTION|BASEMENT_FEATURE|ROAD_TYPE|HEAT_ZONES|HEATING|COOLING_ZONES|COOLING|ELECTRIC_FEATURE|WATER|SEWER|APPLIANCES|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|HOME_OWN_ASSOCIATION|FEE_INTERVAL|TOTAL_PARKING|SHORT_SALE_LENDER_APP_REQD|AboveGradeFinishedArea|BelowGradeFinishedArea|TITLE5
"SF"|73250557|"E00000DM"|"AN5910"|"PCG"|629900|"44"|"Thayer St"||522||"01373"|"N"|"Location, location, location! Situated near the center of South Deerfield, and Mt Sugarloaf with easy access to Umass, Northampton and I- 91.  This home has been renovated top to bottom & is awaiting its new owners! With the charm of yesteryear but with today`s efficiency. First floor consists of a bedroom, 3/4 bath, eat in spacious kitchen, breakfast nook, Livingroom with fireplace, formal dining room & laundry. Perfect for one level living! Second floor has 4 bedrooms and a full bath featuring hardwood floors, high ceilings and as a bonus a walk-up partially finished attic space. The exterior features an oversized 3 car garage, farmers porch and shed. Truly a must see! Open House this Saturday-September 21st 12:00-2:00 p.m."|37|8/9/2024 12:19:00 PM|0|"N"||"A"|"A"|48351|1.11|1924|3|"B,G,H"|"Y"|10|5|2|0||"1"||"C,K"|"1"||"K"||||"1"||"L,U,5,25"|"1"||"K"|"2"||"K"|"2"||"K"|"2"||"K"|"2"||"K"|"1"||"L"|"2"||"L"||||"1"||"L"|||||||||||||||||||||||||"Franklin"|"MA"|1927|311100|4309|"2024"|"A,N,O"|"2f;0h"|"B,D"|"A"|"A"|"Grey"|"A,B,D,O"|"D,H,V"|"A,C,M"|"B,C,F,R,S"|"A,G,I,L,M"|"A,C,E"||"B,M"||"H"|"D"|"A"|"A"|"A,C,K,L"|"N"|||||"N"|"Does not include finished attic space."|"N"||10|"N"|1924||
"SF"|73243252|"E0000DAM"|"E21001"|"PCG"|544500|"73"|"Elm Street"||529||"01038"|"N"|"Located on over an ace this almost 4000 square foot colonial is close to interstate 91 for travel up and down the valley. First floor features include and eat in kitchen, formal dining room, large living room with fireplace, family room and half bath. Upstairs are four bedroom and two full baths. The finished basement has two large rooms, one with a fireplace and another full bath. Outside there is a large front porch, deck, patio and storage sheds.  The attached two car garage is oversized the six foot canopy overhang in front making it seem even larger.  Almost 4000 square feet, four bedrooms, three and a half baths and over an acre….plenty of space to accommodate any household."|23|9/4/2024 6:23:00 PM|0|"N"||"A"|"A"|49793|1.14|3915|2|"A"|"Y"|8|4|3|1|"Y"|"1"||"C"|"1"|||"1"|||"1"|||"2"|||"2"|||"2"|||"2"||||||"1"||"B"|"2"||"A"|"2"||"A"|"B"|||"BTH"|"B"|||"EXC"|"B"||"C"|||||||||||||||||"Hampshire"|"MA"|1976|397600|6087|"2024"|"A,N"|"3f;1h"|"B"|"A"|"A"|"Brown"|"A,C,D"|"D"|"A"|"C"|"A,D,I,M"|"A,C,E"||"A,B,N"||"A"|"B,D,H"|"A"|"A"|"A,C,D,I"|"N"||"N"||"N"|"N"||"N"||6|"N"|3915||
"SF"|73274566|"CN238621"|"E31301"|"PCG"|389000|"820"|"N King St"||530||"01060"|"N"|"Move right into this spacious, ranch-style home close to downtown Northampton Ma! Featuring a brand-new roof, 3 bedrooms and 1.5 baths, this home offers a roomy kitchen with ample cabinets, counter space, and three pantries. The bright and spacious living room with new floors is perfect for any number of layouts. Enjoy the charming 4-season sunroom, an ideal spot to relax or entertain guests while overlooking your private backyard. Additional features include central air conditioning, a basement bonus room with laundry and a large workshop with a full-size exit door to the driveway. Conveniently located just 20 minutes from Greenfield or Springfield and only a few minutes from downtown Northampton. Soak up the town's well-known attractions like First Night, Summer on Strong, the plethora of restaurants, as well as thriving music and nightlife. Live in one of Western Massachusetts' most vibrant and happening towns! Open House Sunday 8/11 10am-12pm."|37|8/7/2024 8:08:00 AM|0|"N"||"A"|"E"|12454|0.29|1509|0||"Y"|5|3|1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"Hampshire"|"MA"|1958|303800|4615|"2024"|"A,M"|"1f;1h"|"B"|"A"|"A"|"Grey"|"O"||"D,E,S"|"B,R"|"A,E,F,R"|"A"|1|"B,M"|1|"A"|"F"|"A"|"A"|"A,C,I,K,L"|"N"||"N"||"N"|"N"||"N"||4|"N"|1509||
"SF"|73277018|"CN218763"|"AN5521"|"PCG"|359999|"78"|"Cahillane Ter"||530||"01062"|"N"|"Welcome to your new home! This beautifully updated ranch offers the perfect blend of modern amenities and classic charm, nestled on a serene dead-end street. With 4 spacious bedrooms and a thoughtfully designed bathroom, this property is ideal for families or anyone seeking comfort and style. Step inside to discover a completely revamped interior. The updated kitchen boasts brand-new appliances, sleek countertops, and ample cabinetry, making it a joy for any home chef. Fresh flooring throughout enhances the home's modern aesthetic, while new plumbing and electrical systems ensure peace of mind and efficiency. Comfort is paramount here, with a new hot water heater and a state-of-the-art heating and air conditioning system keeping you cozy year-round. Whether you're relaxing in the expansive living area or enjoying time in one of the inviting bedrooms, you'll appreciate the fresh, contemporary feel of every space. Schedule your showing today!"|33|9/18/2024 9:51:00 AM|0|"N"||"A"|"E"|11766|0.27|1248|0||"N"|6|4|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"Hampshire"|"MA"|1967|214300|3255|"2024"|"N"|"1f;0h"|"A"||"A"||"C,M"||"D"|"C"||"A"||"B,N"||"A"||"A"|"A"|"A,F,I"|"N"|||||"N"||||2|"N"|1248||
"SF"|73283579|"CN237585"|"AN4474"|"PCG"|565000|"42-44"|"Indian Hill"||530|"FLO"|"01062"|"N"|"Searching for a home situated on a quiet cul-de-sac and only minutes from the heart of Florence and downtown Northampton? This well maintained property, with an attached apartment, is ideal for in-law living, or generating extra income. The main house boasts three full bathrooms (1st floor bathroom newly constructed), two bedrooms, and a spacious bonus room on the third floor and basement level. The 3rd floor space could be transformed into an office, artist's studio, or a relaxing retreat space. The tastefully renovated kitchen (2022), features custom cabinets and cherry shelving, soft-closing drawers and a large pantry with pull out shelves. The separate 660sqft apartment unit, which is currently being used for in-law living, features a spacious and sunlit living area adjacent to the kitchen, along with a generously sized full bathroom conveniently located next to the bedroom. New roof (2020), new furnace (2019) and hook up for a generator. Open house Sunday 9/22 1:00-3:00."|39|9/2/2024 5:49:00 AM|0|"N"||"A"|"D"|12632|0.29|1531|1|"A,M"|"Y"|6|2|3|0|"Y"|"1"||"A,V,M,7,35,41"|"1"||"9,41"||||"1"||"7,26,48,62,64"|"2"||"A,V,M"|"2"||"V,M"||||||||||"1"||"A,22,7,48"|"2"||"A,22,7"|"2"||"A,22,7"||||"APT"|||"A,22,V,K,M,1,27,41"|||||||||||||||||||||"Hampshire"|"MA"|1987|382800|5814.72|"2024"|"A"|"3f;0h"|"A"|"A"|"A"|"Tan"|"C,O"||"D,E,M"|"L"|"A,I,J"|"A,C"|1|"B,N"||"B"|"D"|"A"|"A"|"A,C,D,F,I,Y"|"N"||"N"||"N"|"N"|"Does not include apartment (660SqFt) or basement level. Washer/Dryer hook-up available for apartment"|"N"||4|"N"|1531||
"SF"|73283395|"M8000244"|"AN5913"|"PCG"|574000|"181"|"Cape St"||534||"01096"|"N"|"Discover a haven for nature enthusiasts with this exceptional property, offering unparalleled privacy and seclusion. Situated directly across from the serene 3 Sisters Sanctuary and in close proximity to the DAR State Forest, this 160± acre estate—protected through the Hilltown Land Trust—embodies tranquil beauty.The ranch-style residence, with its expansive 2000+ square feet, features a predominantly open floor plan that can be easily tailored to your preferences. Nestled away from Cape Street (Route 112), the home is discreetly positioned to maximize your privacy and immersion in the surrounding landscape.Whether you envision this property as a tranquil primary residence or a peaceful retreat, you’ll appreciate the immediate access to hiking, biking, and cross-country skiing right from your doorstep. This unique opportunity promises both serene living and boundless potential. Don’t miss your chance to own a piece of this captivating natural oasis. Accompanied showings by appt."|35|8/31/2024 2:14:00 PM|0|"N"||"A"|"C"|6969600|160|2054|2|"C"|"Y"|4|1|1|0||"1"||"V,9,2"||||"1"|||"1"||"V,7,9,2,5,26,47"|"1"||"V,9,2"|||||||||||||"1"||"22,2"|||||||"B"|||||||||||||||||||||||||||"Hampshire"|"MA"|1956|391337|5768|"2024"|"A,O"|"1f;0h"|"D"|"A"|"A"|"Brown"|"21"||"A"|"B,D,F,R,S,U"|"A,F,G,H,M,Q,R"|"A,C,E"||"D,M"||"H"|"D"|"E"|"B,C"|"A,C,I"|"N"||||"N"|"N"||"N"||10|"N"|2054||"B"
"SF"|73197741|"CN238658"|"E21601"|"PCG"|674500|"113"|"Norwich Lk"||536||"01050"|"N"|"Welcome to 113 Norwich Lake! This year round, lake front oasis is a hidden gem. Stunning, serene views of the lake and surrounding skylines are just one element that makes this home spectacular. Enjoy all of the outdoor activities such as swimming, fishing, boating and skating right in the convenience of your backyard. Included is a private concrete dock, perfect for a boat owner. The 2 story deck overlooking the lake provides ample room for entertaining your summer parties. A walk out basement provides easy access to the backyard. This home features three bedrooms and three bathrooms, along with three propane fireplaces. There is a bathroom on all 3 levels of the home. The primary bedroom offers stunning views of the lake with its generous size windows. The open concept 1st floor is perfect for entertaining inside as well. This home also includes a whole house generator! Don't miss out on this fantastic waterfront retreat! ALSO AVAILABLE FOR RENT AT $3500/MO CONTACT US FOR MORE INFO!"|41|3/13/2024 1:36:00 PM|0|"N"||"A"|"A"|13068|0.3|1600|0||"Y"|4|3|3|0|"Y"|"1"||"C,M"|"1"||"M,63"||||"1"||"T,U,47"|"2"||"C,G,72,I,M"|"2"||"V,M"|"2"||"V,M"|||||||"B"||"13,H"|"1"||"13,22,L"|"2"||"A,23,L"||||||||||||||||||||||||||||"Hampshire"|"MA"|1999|371400|6332|"2023"|"A,M"|"3f;0h"|"A"|"A"|"A"|"Tan"|"C"||"E"|"B"|"A,E,F,G,R"|"B"||"B,M"||"A"|"H"|"E"|"C"|"A,C,F,I,K,L"|"Y"|"C"|"Y"|"G"||"N"|"Partially finished basement not included in Living Area total."|||4|"N"|1600||"A"
"SF"|73282377|"M8000938"|"E21301"|"PCG"|929900|"230"|"Hendrick"||539||"01027"|"N"|"This Gorgeous & Quality Built 2800+ square foot New Construction Home will impress from the moment you pull in the driveway and view the appealing facade, w/its dark gray siding & 30X7 front porch w/stone pillars. You will continue to be impressed as you enter the home and view the Great open floor plan featuring an AMAZING kitchen w/granite counters, tiled backsplash, SS appliances, SPACIOUS WALK-IN PANTRY W/COUNTERS & CABINETRY, and large center island that overlooks the dining room & Beautiful living room w/gas fireplace and wall of built-in shelving. Upstairs you will find 3 bedrooms, nice size bonus room + a great laundry room w/built-in cabinetry & countertop. Main suite features a custom walk-in closet w/built-in and a TASTEFULLY DONE private bath w/double vanity, soaking tub & GORGEOUS TILED SHOWER W/DUAL SHOWER HEADS & GLASS DOOR! Other great features include Maple h/w flooring, recessed lighting, central air, lawn irrigation, tankless water heater & 21X12 Rear composite deck."|40|8/28/2024 9:22:00 AM|0|"N"||"A"|"A"|40005|0.92|2856|2|"A,E"|"Y"|9|3|2|1|"Y"|"1"||"C,G,K,47"|"1"||"K,47"||||"1"||"K,T,U,5,47,63"|"2"||"A,G,I,K,47,67"|"2"||"G,K"|"2"||"G,K"|||||||"2"||"A,14,H,L,47,80"|"2"||"A,L"|"1"||"B,L,U"|"2"||"L,U"|"BNS"|"2"||"M"|"OFC"|"1"||"K,X,47,67"|"MUD"|"1"||"L"|"FOY"|||"K"|||||||||"Hampshire"|"MA"|2024|0|0|"2024"|"A"|"2f;1h"|"A"|"A"|"A"|"Dark Grey"|"A,9,M,T"|"D"||"C"|"A,G,I,M"|"A,C,E"||"B,P"||"A"|"D,H"|"A"|"A"|"A,B,C,F,I"|"N"|||||"N"||"N"||8|"N"|2856||
"SF"|73283043|"M8001016"|"AN6415"|"PCG"|374900|"21"|"Pine St"||539||"01027"|"N"|"This 3 Bedroom home has been renoved and features New Vinyl Siding, New Windows throughout, All New Plumbing, All New Electrical with a new panel box, New Bulk Head, New Front Porch and the home was gutted down to the studs.  New Walls, New Kitchen Cabinets with Granite Counter tops, New Floors through out and New Bathroom nicely tiled in the tub area. Kitchen has recessed lighting and there is a bonus room towards the front of the house that has been heated.  Home is facing Nashawannuck Pond and is less then one mile from Downtown Easthampton. Book your appointment today."|27|8/29/2024 8:30:00 PM|0|"N"||"A"|"A"|13068|0.3|1190|0||"Y"|7|3|1|0||"1"||"G,V,7"|"1"||"7"||||"1"||"G,7,T"|"2"||"V,7"|"2"||"V,7"|"2"||"V,7"|||||||||||||||||||||||||||||||||||||||||||"Hampshire"|"MA"|1900|227300|3082|"2024"|"A"|"1f;0h"|"A"||||"B,M"||"D"|"C,N"|"A,I,Q,R"|"A,C"||"B,N"||"H"|"D"|"A"|"A"|"A,I"|"N"||"Y"|"K"||"N"||"N"||3|"N"|1190||
"SF"|73287177|"CN257639"|"AN8599"|"PCG"|169000|"172"|"Walker"||554||"01247"|"N"|"Great Location! Overlooking downtown North Adams and heading up the Mohawk Trail, you will find this 3 bed 1 bath Cape style home on a larger Lot, (.67 acres). In need of your updates and imagination. 1st floor has kitchen, full bath, living room, dining room and 1st floor bedroom. Upstairs has 2 additional bedrooms. Covered front porch as well as an enclosed 3 season front porch. Priced to sell. Being sold ''As is''/fixer upper. 24 hours notice to show."|21|9/9/2024 10:26:00 AM|0|"N"||"A"|"C"|29185|0.67|1310|0||"Y"|6|3|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"Berkshire"|"MA"|1900|172500|2957|"2024"|"A,V"|"1f;0h"|"A"||"A,D"|"Green"|"A,B"|||"B,N,W"|"A,I,Q"|"E"||"B"||"H"||"A"|"A"|"A,I"|"N"|||||"N"||||3|"N"|1310||
"SF"|73277884|"CN248887"|"AN8599"|"PCG"|335000|"1020"|"Sand Mill Rd"||559||"01225"|"N"|"This charming single-story home is perfectly situated on over an acre of beautiful land. Inside you will find a stunning open cathedral ceiling making the livingroom and dining space feel open and airy. 3 bedrooms and 2 full bathrooms and a partially finished basement. Enjoy mountain views and the soothing sounds of a nearby brook from your relaxing deck, ideal for relaxing or entertaining under the starry nights. Wake up to stunning sunrises that will fill your mornings with tranquility. With its central location, you'll have easy access to both Northern and Central Berkshire attractions, making it a perfect base for exploring all this beautiful region has to offer. Make this tranquil haven your own!"|42|8/23/2024 10:54:00 AM|0|"N"||"A"|"E"|47916|1.1|1567|0||"Y"|4|3|2|0|||||"1"|||"1"|||"1"|||"1"|||"1"|||"1"|||||||||||||||||||||||||||||||||||||||||||||"Berkshire"|"MA"|1960|277200|3207|"2024"||"2f;0h"|"A"||"A"||"7"||"A,C"|"B"|"B,E,G,M"|||"D,M"||"G"|"H"|"E"|"C"|"A,C,Z,5"|"N"|||||"N"||||0|"N"|1567||"A"
"SF"|73287792|"CN256156"|"AN8404"|"PCG"|435000|"77"|"Willow Ln"||559||"01225"|"N"|"Location, Location, Location! This lake front home offering 115 feet along Cheshire Lake. Boat launch and dock right out our own backyard. This property is central to the Ashuwillticook rail trail if you enjoy biking,running or walking. Year round sports and fishing on the lake rounds out this property with something for everyone. Three Bedrooms and two bathrooms open kitchen and living room. Decks lots of decks if you like outdoor entertaining this is the place with multilevel decks a bar/cabana house and a open firepit at lakeside makes this the place to be! Fenced yard for pets and a extra shed for storage. Centrally located to shopping and amenities yet enjoy the quiet and serene of lake living. The source of all representations are from the seller or a public source. It's recommended that buyer independently verify all information."|29|9/10/2024 12:55:00 PM|0|"N"||"B"|"C"|8712|0.2|1581|1|"C"|"Y"|5|3|2|0|"Y"|"1"|||||||||"1"|||"2"|||"2"|||"1"|||||||||"1"||||||||||||||||||||||||||||||||||||"Berkshire"|"MA"|1989|348900|4037|"2024"|"A,O"|"2f;0h"|"A"|"A"|"A"||"C,W"|"D"|"C,E"|"P,S,W"|"M"|"A,D,E"||"D,N,11"||"H"||"A"|"G"|"A,C,F,I,K,L,M"|"Y"|"C,H,I,R,V"|"Y"|"G"|"N"|"N"||"N"||5|"N"|1581||
"SF"|73263404|"CN256156"|"AN8404"|"PCG"|415000|"1523"|"North St"||561||"01270"|"N"|"Country living minutes from town. Enjoy the space the privacy of every inch of this 3.75 acres and your 4 bed/2 bath New England farmhouse. Large rooms, cozy wood burning fireplace in the living/dining and woodstove in your spacious renovated kitchen (2021). Large deck to take in the views, 3/4 bath down w/laundry. Upstairs features 4 bedrooms and full bath, new flooring through the 2nd floor, many new light fixtures throughout the house to brighten your days. 9 apple trees and nice level land to garden or enjoy outdoor activities. Mini splits in each bedroom, great indoor and outdoor space. New septic 2022, Solar install 2023. The source of all representations are from the seller or a public source; broker has not verified same. It is recommended that buyer independently verify all information."|38|7/11/2024 12:14:00 PM|0|"N"||"B"|"A"|163350|3.75|2500|0||"Y"|7|4|2|0|"N"|"1"|"20X18"||"1"|"20X10"|||||"1"|"25X13"||"2"|"17X15"||"2"|"17X14"||"2"|"17X14"||"2"|"16X11"|||||"1"|"8X8"|"13,2"|"2"|"9X9"|"A"|||||||||||||||||||||||||||||||"Berkshire"|"MA"|1982|387100|4467|"2024"|"A,O"|"2f;0h"|"D"|"M"|"A"|"Blue"|"7,13,14"||"A,C,I"|"B,N,S"|"A,F,Q"|"C,E"||"B,M,Q,13"||"H"|"H"|"E"|"C"|"A,C,I"|"N"||"N"||"N"|"N"||"N"||10|"N"|2500||"A"
"SF"|73259257|"CN221384"|"AN6724"|"PCG"|4250000|"23"|"Prospect Hill Rd"||568||"01262"|"N"|"Significantly restored in 2024! The sellers have masterfully updated this legacy home with a cool and fresh aesthetic that preserves the integrity of its Mid-Century Modern design. Updates to the first-floor primary suite, kitchen, entertainment kitchen, bathrooms and freshly painted interiors are just a few of the improvements. The airy main living spaces open to the manicured lawns through expansive sliding glass doors, offer sublime views of the resort-like grounds complete with newly-surfaced tennis/pickle court, pool, playground, gardens curated by a Master Gardener and distant mountain views.  The estate with 8200 sq ft of versatile living space prominently sited on 57+ acres and located on the most prestigious street in the Berkshires, is a stone’s throw away from Naumkeag, charming downtown Stockbridge and the Stockbridge Bowl. Only 3 hours to Manhattan and 2 hours to Boston."|36|9/6/2024 5:52:00 AM|0|"N"||"A"|"X"|2482920|57|8200|3|"B,E,G"|"N"|16|7|5|2|"Y"|"1"||"C,28,K,4,2,41,50,81"||||"1"||"B,K,9,4,2"|"1"||"L,4,O,T,U,2,5,41,50,51"|"1"||"A,I,W,M,4,2,36,37,71"|"1"||"A,V"|"2"||"H,I,M"|"2"||"I,M,N"|"2"||"M,N"|"1"||"A,14,21,L,2,6"|"1"||"A,19,L"|"2"||"24"|"1"||"W,L,41,78"|"BED"|"2"||"M,N"|"LOF"|"2"||"A,I,W"|"LIB"|"1"||"W"|"EXC"|"1"||"B,2"|"GRH"|"1"|||"HMS"|"1"|||"Berkshire"|"MA"|1968|2108600|16969|"2022"||"5f;2h"|"A,D"|"A"|"A"|"White"|"D,H,11,K,M,R,S,U,V,W,13,14,Y"|"C,D,F,O,V"|"A,C,E,M,Q"|"B,C,N,P,S,W"||"A,C"|10|"A,B,O,P"||"A,V"|"I"|"E"|"C"|"B,C,E,G,H,I,J,K,L,P,Y,1"|"N"||"N"|||"N"|"PR says 5 beds/7 beds as per owner. SQ FT includes additions primary ste and enclosed indoor pool."|||13|"N"|8200||"D"
"SF"|73281895|"CN248142"|"AN8599"|"PCG"|499999|"674"|"Benton Hill Rd"||572||"01223"|"U"|"Beautiful, large four bedroom contemporary on 4.7 acres on a lightly travelled country road. Hardwood floors & cathedral ceilings in the living area with French doors to the upper deck. Stainless appliances & quartz countertops in kitchen with a bay window facing the wooded back yard. The primary bedroom and en suite bathroom features double closets, jetted tub, double sink vanity and large tiled shower. The other two upper level bedrooms share a bath with a full tub and a separate tiled shower. The second level offers a fourth bedroom/office and a full bathroom that opens into the 35 foot long family room with French doors out to the lower deck. Nothing needs to be done! Move in ready!"|42|8/26/2024 3:28:00 PM|0|"N"||"B"|"D"|204993|4.71|2410|2|"A"|"Y"|7|4|3|0|"Y"|"1"||"F,G,P,X,2,35,44,79"|"1"||"F,44,79"|"B"||"A,L,M,X"|"1"||"N,U,2,51,61,79"|"1"||"A,14,F,G,M,R,2,36,71"|"1"||"V,M"|"1"||"V,M"|"B"||"M,71"||||"1"||"A,21,F,L,6,36"|"1"||"A,14,21,L,2,36"|"B"||"A,19,L"|"B"||"39"|||||||||||||||||||||||||"Berkshire"|"MA"|2006|367600|3591|"2024"|"A"|"3f;0h"|"A"||"A"|"Beige"|"C,9,F"|"D,N"|"A,C,E"|"B"|"A,F,G,H"|"A,D"||"B,P"||"H"|"H"|"E"|"C"|"A,C,F,I"|"N"||"N"|||"Y"||"N"||6|"U"|1577|833|"A"
"SF"|73287890|"CN256156"|"AN8404"|"PCG"|314900|"119"|"Johnson Rd"||572||"01223"|"N"|"Nestled on just shy of 3 acres, this 3BR, 2Bath one-level log home awaits it's next owner! This home features an updated kitchen, new flooring and an over-sized primary bedroom w/ensuite bath. Large deck and patio pad for entertaining, with electric on deck for a hot tub. TOWN ROAD; this property comes with deeded rights to all beaches, recreation & facility use of Sherwood Greens with NO HOA! Enjoy privacy and serenity on your own personal compound while taking in all of natures' beauty and habitat! Close proximity to theatre, dining, shopping, hiking/biking trails and all the amenities of the Berkshires and beyond! All representations are from the seller or a public source; broker has not verified same. It is recommended buyer independently verify all information."|42|9/10/2024 2:31:00 PM|0|"N"||"B"|"S"|122839|2.82|1656|2||"Y"|6|3|2|0||"1"|"19.11X19.4"|"1"|"1"|"19.1X12.7"||"1"|"19.1X12.7"|"1"|"1"|"16.11X9.2"||"1"|"19.11X19.4"||"1"|"14.1X9.7"||"1"|"12X9.9"||||||||"1"|"9.4X8.6"||"1"|"8.9X7.7"||||||||||||||||||||||||||||||||"Berkshire"|"MA"|1969|221800|2167|"2024"|"A"|"2f;0h"|"B"|"E"|"A"|"green"|"D"|||"K"|"M"|"A,E"||"O,Q,11"||"H"|"D,H"|"E"|"C"||"N"||"N"||"N"|"N"||||6|"N"|1656||"D"
"SF"|73280868|"M9502664"|"AN6182"|"PCG"|364900|"14"|"Sunset Rd"||834||"01008"|"N"|"Welcome to 14 Sunset Road in Blandford, MA, your own private retreat! This fully remodeled Ranch offers spacious open concept living and custom features. The new kitchen boasts granite counters, custom cabinetry, and a breakfast bar. The kitchen seamlessly flows into the dining and living room, which features charming, beamed ceilings and a wood fireplace. Offering 2 spacious bedrooms, the primary features a walk-in closet, updated full bath with walk-in shower, and sliders that lead to the newer back deck overlooking the serene yard. Two 3-season sunrooms offer tranquility, while another renovated bath and convenient laundry room complete the main home. “The Cabin,” offers an additional heated guest, hobby or office space, as well as additional lofted storage space! The home also includes a 2-car garage with  ample lofted storage, new windows and doors, new well pump, pressure tank and controls, fresh paint and flooring throughout, and many “smart home” features that you’ll love!"|42|9/5/2024 10:46:00 AM|0|"N"||"A"|"E"|78408|1.8|1472|2|"B,G"|"N"|6|2|2|0||"1"||"C,G,28,7,44"|"1"||"28,7,44,50"||||"1"||"G,28,W,7,U,25,44,47,48,51"|"1"||"G,I,7,50"|"1"||"G,V,7"||||||||||"1"||"A,22,7,48"|"1"||"A,22,7,48"||||"1"||"7"|"SUN"|"1"|||"SUN"|"1"|||"HMS"||||||||||||||||"Hampden"|"MA"|1870|247700|2866|"2024"|"A,N"|"2f;0h"|"A"||"I"|"Gray"|"12,C,O,15"||"D"|"B,N,S"||"A,C"||"B,P"||"B"||"E"|"C"|"A,C,I,N"|"N"||"N"|||"N"||"N"||8|"N"|1472||"A"
"SF"|73282920|"CN237731"|"AN5904"|"PCG"|499000|"432"|"Main Rd"||836|"13V"|"01034"|"N"|"Beautiful colonial farmhouse with functional barn with office or living space & lovely yard for homesteading! Step into the charm of this historic colonial townhome, perfectly blending antique character with modern comfort. The main home has 3+ bedrooms and 2 full baths, not to mention an open living/dining combination as well as a tastefully updated kitchen with granite counters, and laundry/pantry conveniently included. So many upgrades and yet many key antique features still exist. This home has an amazing carriage barn attached with a total of 3 carports. There's ample space for living, entertaining, homesteading and relaxation in both the main home and the large barn. The true showstopper is the nicely updated space nestled within an antique barn. This unique feature offers endless possibilities - in-law suite, guest quarters, home office, or a possible rental opportunity. This barn has a huge second floor room with skylights and perfectly sized kitchen and living room."|38|8/31/2024 10:23:00 AM|0|"N"||"A"|"A"|21780|0.5|1517|3|"A,D"|"Y"|7|3|2|0|"Y"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"Hampden"|"MA"|1860|239100|4560|"2420"|"A"|"2f;0h"|"A"|"A"|"A"||"A,P,W,21"|"D"|"A,C,E,I"|"D,N,R"||"E"|2|"B,Q,11"||"H"|"B"|"E"|"C"|"A,I,K,L"|"N"||||"N"|"N"||||5|"N"|1517|0|"A"
